,tokenized 
10276,"['원', '익', '분기', '영업', '이익', '천억원', '작년', '동기', '대비', '상승']"
1950,"['코스피', '장', '초반', '대', '보합', '권외', '인기', '관순', '매도', '종합']"
11018,"['코스피', '반등', '출발', '장', '중선', '회복', '종합']"
6112,"['코스피', '내린', '개장']"
10852,"['코스피', '장', '초반', '상승세', '대']"
10718,"['롯데', '칠', '성', '음료', '분기', '영업', '이익', '억', '원증']"
2652,"['韓', '공매도', '전면', '재개', '해야', '선진', '지수', '편입', '돼']"
3376,"['코스닥', '오른', '개장']"
8917,"['뉴욕증시', '투자자', '관망', '속', '하락', '다우', '하락']"
2843,"['원', '전주', '력', '한마디', '두산', '重', '상승', '마감', '코스피', '선', '회복']"
10830,"['기업은행', '분기', '영업', '이익', '천억원', '작년', '동기', '대비', '상승']"
271,"['카카오', '분기', '매출', '조천억원', '작년', '동기', '대비', '상승', '종합', '보']"
9132,"['코스피', '반등', '마감', '대']"
1953,"['제주', '만', '성적', '자', '비리', '의혹', '뿔', '난', '개미', '주', '총', '서', '강력', '경고']"
8475,"['코스피', '오른', '개장']"
7298,"['코스닥', '내', '린', '장', '종료']"
6489,"['국내', '증시', '서', '해외', '로', '떠나는', '개미', '외화', '증권', '보유', '액', '사상', '최대']"
8448,"['대원미디어', '신', '작', '기', '대감', '쑥']"
10034,"['팬오션', '분기', '영업', '익', '증가', '천억', '원년', '이후', '최대']"
6764,"['코스피', '오른', '개장']"
4719,"['코스피', '내', '린', '장', '종료']"
142,"['케어', '젠', '분기', '영업', '이익', '억원', '작년', '동기', '대비', '상승']"
5678,"['어게인', '년월', '내년', '폭발', '적', '개인', '순', '매수', '기대는', '어려워']"
7196,"['지분매도', '테슬라', '목표', '주가', '달러', '달러']"
467,"['화분', '기', '영업', '이익', '천억원', '작년', '동기', '대비', '하락', '종합']"
8774,"['코스닥', '내', '린', '장', '종료']"
9511,"['대형', '증권사', '분', '기실', '적역', '대', '최고선', '점', '연', '자금', '으로']"
3200,"['코스피', '내린', '개장']"
3592,"['코스피', '오른', '개장']"
10540,"['호텔', '신라', '분기', '흑자', '전', '환경', '영', '효율', '화', '로', '수익', '성', '개선', '종합']"
10609,"['바이오', '니아', '올해', '분기', '영업', '익', '억', '원전', '년', '보다', '감소']"
8924,"['연기금', '올해', '코스피', '조', '원매', '작년', '보다', '순', '매', '도배', '늘어']"
3661,"['작년', '영업', '익', '상승', '통신', '커머스', '고른', '성장', '종합']"
7208,"['제일제당', '분기', '영업', '이익', '천억원', '작년', '동기', '대비', '상승']"
10160,"['휴', '젤', '분기', '영업', '이익', '억원', '작년', '동기', '대비', '상승']"
2495,"['상장', '첫날', '만원', '이었는데엔', '솔', '만', '원선', '붕괴']"
4850,"['이러다', '선', '붕괴', '코스피', '쥐', '흔드는', '연준']"
3642,"['신세계', '작년', '영업', '이익', '상승', '천억원', '첫', '돌파', '역대', '최대', '실적', '종합']"
7175,"['코스피', '장', '초반', '상승세', '대']"
4349,"['삼', '성', '바이오', '작년', '영업', '익', '천억원', '으로', '상승', '매출', '조', '종합']"
9189,"['코스피', '마녀', '날', '초반', '하락', '세대', '등락', '종합']"
7067,"['오리온', '분기', '영업', '이익', '천억원', '원자재', '상승', '에도', '상승', '종합']"
10252,"['메디', '포스트', '분기', '영업', '손실', '억천만', '원적', '자폭', '확대']"
8319,"['제일기획', '분', '기사', '상', '최대', '실적', '저', '점', '매수', '연', '금리', '로']"
4330,"['다우', '장', '중', '포인트', '급락', '나스닥', '하락']"
8118,"['미', '최초', '비트코인', '선물거래', '첫날', '상승', '마감']"
10903,"['전', '정책', '변동', '가능성', '증가', '투자', '연', '금리', '로']"
1153,"['코스피', '장', '초반', '하락', '세하', '회']"
479,"['외인', '기관', '매수', '코스피', '대', '상승', '마감', '대', '안착', '종합']"
7578,"['코스피', '오른', '개장']"
9122,"['미', '중정', '상', '통화', '에도', '뉴욕증시', '닷새', '째', '하락']"
3856,"['현대', '건설', '기계', '-', '현', '대', '두산인프라코어', '작년', '합산', '매출', '조', '원', '역대', '최대']"
10624,"['한미', '약품', '분기', '영업', '이익', '억원', '작년', '동기', '대비', '상승']"
11026,"['뉴욕증시', '낙폭', '과대', '로', '반등', '출발']"
5164,"['상승', '나스닥', '상승', '뜨거운', '년', '마감', '뉴욕증시']"
4166,"['기아', '등', '현대차', '그룹', '계', '열사', '곳', '나란히', '작년', '역대', '최대', '실적', '종합', '보']"
6807,"['코스피', '대', '하락', '출발']"
855,"['이러니', '개미', '곡', '소', '리들리', '공매도', '조사상', '최대']"
3928,"['엔', '솔', '상장', '사흘', '만에', '반등', '외국인', '여전히', '매도', '폭탄']"
3724,"['기업은행', '작년', '연결', '순이익', '조천억원', '역대', '최대']"
6619,"['코스피', '오른', '개장']"
7277,"['엠씨', '넥스', '분기', '흑자', '전환', '성공']"
250,"['대한항공', '분기', '영업', '익', '천억원', '작년', '보다', '상승', '역대', '최대']"
4210,"['투자', '증권', '작년', '당', '기', '순이익', '천억', '원년', '연속', '최대', '실적']"
2992,"['코스닥', '내린', '개장']"
6336,"['코스닥', '오른', '개장']"
1223,"['中', '전기차', '생산', '중단', '에다', '시공', '매도', '몰리는', '차전지주']"
3837,"['-', '매출', '올해', '첫', '감소', '세', '전환', '될듯', '전환', '빨라', '지나']"
5537,"['땡큐', '애플', '이노', '텍', '장', '중', '상승', '거래', '일만', '신고', '또', '경신']"
7634,"['만도', '분기', '영업', '이익', '억원', '작년', '동기', '대비', '하락']"
9693,"['코스닥', '오른', '장', '종료']"
2469,"['뉴욕증시', '서', '방추', '제재', '나스닥', '하락']"
7362,"['시스템', '분기', '영업', '이익', '억원', '작년', '동기', '대비', '하락']"
1116,"['주식', '빚투', '이자율', '최고', '육', '박주', '식', '거래', '액', '빚투', '감소']"
7993,"['파크', '시스템스', '분기', '영업', '이익', '억원', '작년', '동기', '대비', '상승']"
4111,"['현', '대', '제철', '작년', '영업', '이익', '조천억원', '전', '년대', '비천', '상승']"
345,"['카카오', '게임', '즈', '분기', '영업', '익', '상승', '오딘', '매출', '견인', '종합']"
6675,"['코스피', '오른', '개장']"
5014,"['기관', '매', '물폭탄', '코스피', '대', '하락', '선', '으로', '밀려나']"
9968,"['셀트리온', '분기', '영업', '익', '하락', '포트폴리오', '조정', '영향', '종합']"
1445,"['뉴욕증시', '공격', '적', '긴축', '예고', '나스닥', '하락']"
10149,"['분기', '영업', '이익', '천억원', '작년', '동기', '대비', '상승']"
9557,"['코스피', '내린', '개장']"
7332,"['코스닥', '오른', '개장']"
357,"['코스피', '오른', '개장']"
7822,"['이틀', '간', '오른', '트럼프', '테마주', '서학', '개미', '몰렸다']"
3722,"['풍산', '작년', '영업', '이익', '천억원', '전', '년', '대비', '상승']"
6247,"['新', '외감법년', '회계', '투명', '성', '계단', '상승']"
3682,"['뉴욕증시', '인플레이션', '경', '계속', '상승', '다우', '상승', '마감']"
7757,"['코스닥', '내린', '개장']"
1690,"['코스피', '오른', '장', '종료']"
10625,"['반도체', '강', '자', '호실', '적', '엔비디아', '주가', '덩달아', '상승']"
9199,"['뉴욕증시', '델타', '변', '영향', '주시', '하락', '다우', '하락', '마감']"
4615,"['코스피', '내', '린', '장', '종료']"
1302,"['지주사', '합병', '비율', '논란', '동', '원', '산업', '주가', '폭락']"
10940,"['반도체', '패권', '열쇠', '호실', '적자', '사주', '매입', '주가', '쑥', '상승']"
6852,"['전', '분기', '영업', '이익', '억원', '작년', '동', '기', '대비', '하락']"
8251,"['뉴욕증시', '분', '기어', '닝', '서프라이즈', '속', '개월', '만에', '최', '대폭', '상승']"
3571,"['역대', '급', '실적', '에도', '코인', '역풍', '맞은', '위메이드', '장', '중', '폭락']"
7734,"['상승', '트럼프', '테마주', '점', '매수', '했다가', '그만']"
7992,"['샘', '분기', '영업', '이익', '억원', '작년', '동기', '대비', '하락']"
2817,"['美', '증시', '우', '크라', '-', '러', '교전', '속', '하락', '다우', '하락']"
10476,"['한국', '금융', '주', '분기', '영업', '이익', '천억원', '작년', '대비', '하락']"
3946,"['뉴욕증시', '구글', '급등', '효과', '나흘', '째', '상승', '출발']"
8417,"['대표', '적', '경기', '방어', '株', '중장', '기', '투자', '업계', '최저', '연', '자금', '으로']"
7431,"['카페', '분기', '영업', '손실', '억원', '적자', '전환']"
10879,"['샘', '분기', '영업', '이익', '억원', '작년', '동기', '대비', '상승']"
8368,"['뉴욕증시', '인플레이션', '우려', '하락', '다우', '하락', '마감']"
7718,"['현', '대', '중공업', '주', '분기', '영업', '이익', '천억원', '작년', '대비', '상승']"
4231,"['유통', '주', '투자', '매력', '높아졌다', '저', '점', '매수', '무관', '골드', '스탁', '재원', '으로']"
1228,"['이마트', '규제', '완화', '우호', '적', '환경', '기', '대선', '점', '무관', '골드', '스탁', '재원', '으로']"
10692,"['삼', '성', '물산', '분기', '영업', '이익상', '승상', '사부', '문호', '조', '종합']"
8390,"['상장', '사', '전반', '적', '이익', '감소', '불가피', '눈높이', '낮춰야']"
9998,"['삼', '성', '생명', '분', '기', '영업', '이익', '억원', '작년', '동', '기', '대비', '하락']"
10633,"['풍산', '분기', '영업', '이익', '천억원', '작년', '동기', '대비', '상승']"
1330,"['엔', '솔', '분', '기실', '적기', '대상', '회선', '점', '무관', '골드', '스탁', '자금', '으로']"
2803,"['신규', '확진', '만', '넘을수', '도거', '래일', '만에', '오른신', '풍', '제약']"
5972,"['코스닥', '오른', '장', '종료']"
9039,"['추가', '하락', '시기', '계', '은행', '매수', '투자', '선점', '연', '자금', '으로']"
2855,"['추락', '하던', '중국', '판', '나스닥', '창', '판전인', '대기', '대감', '반등', '나']"
4804,"['월', '비관', '론', '에도', '현', '금창', '출', '능력', '큰', '기술', '주는', '매수', '해볼만']"
7422,"['사모펀드', '끌었다', '올해', '역대', '급']"
4313,"['대', '유화', '작년', '분기', '영업', '손실', '신저', '목표', '가줄', '하향']"
3382,"['뉴욕증시', '우크라이나', '리스크', '하락', '다우', '하락']"
3617,"['삼', '성', '클라우드', '중심', '성장기', '대']"
10917,"['中', '홀린', '럭셔리', '화장품', '생활', '건강', '최대', '실적']"
10950,"['생활', '건강', '상반기', '영업', '이익', '천억원', '증가']"
8083,"['천', '스닥', '추가', '상승', '게임', '콘텐츠', '株', '달렸다']"
6006,"['역대', '급', '대어', '에너지', '솔루션', '상장', '땐', '시', '총', '조육', '박할듯']"
6987,"['美', '위', '가상', '화폐', '거래소', '코인', '베이스', '부진', '지금', '저', '점', '매수', '기회']"
3511,"['카카오', '작년', '영업', '이익', '상승', '올', '해자', '사주', '천억원', '소각', '종합']"
6105,"['중소', '형', '증권사', '신용등급', '상승', '비중', '확대', '연', '금리', '로']"
5868,"['美', '올', '해자', '사주매', '도배', '급증', '해석', '엇갈려']"
7155,"['신세계', '분기', '영업', '이익', '천억원', '작년', '동기', '대비', '상승']"
7452,"['코웰', '패션', '분', '기', '영업', '이익', '억원', '작년', '동', '기', '대비', '상승']"
3709,"['동아', '에스티', '작년', '영업', '익', '억원', '으로', '하락', '수출', '비용', '증가']"
